Access Type,City,County,Date Opened,Date Updated,Day Confirmation,Day Opening,Day Updated,Ev Connector Types,Ev Network,Ev Pricing,Facility Type,Geocode Status,Last Confirmed Date,Month Confirmation,Month Opening,Month Updated,Renewable Source On Site,Restricted Access,Station Name,Street Address,Year Confirmation,Year Opening,Year Updated,Zip (Final Processed Dataset - Final Processed Dataset.Csv),Dc Fast Count,F1,Latitude,Level1 Count,Level2 Count,Longitude,Number of Vehicles
public,Palo Alto,San Diego,3/19/2013,2022-02-10 19:42:29+00:00,14,19,10,J1772,Non-Networked,Free,PLACE_OF_WORSHIP,200-9,7/14/2021,7,3,2,SOLAR,FALSE,Unitarian Universalist Church,505 E Charleston Rd,2021,2013,2022,94306,0,87,37.419672,0,1,-122.112723,1
public,San Bernardino,Contra Costa,5/13/2013,2022-02-10 19:42:29+00:00,10,13,10,J1772,Non-Networked,unknown,COLLEGE_CAMPUS,GPS,1/10/2022,1,5,2,unknown,FALSE,California State University - San Bernardino,5500 University Pkwy,2022,2013,2022,92407,0,88,34.181225,0,3,-117.323647,1
public,San Rafael,Alameda,3/9/2013,2022-02-10 19:42:29+00:00,12,9,10,J1772,Non-Networked,Free,SCHOOL,200-9,10/12/2021,10,3,2,unknown,FALSE,Mark Day School,39 Trellis Dr,2021,2013,2022,94903,0,89,38.007147,0,2,-122.554769,14
public,Santa Barbara,San Bernardino,5/1/2013,2022-04-28 20:01:31+00:00,14,1,28,J1772,Non-Networked,Free,INN,200-9,7/14/2021,7,5,4,unknown,TRUE,Brisas Del Mar Inn at the Beach,223 Castillo St,2021,2013,2022,93101,0,90,34.409885,0,1,-119.69729,3
public,Santa Barbara,Kern,5/1/2013,2022-04-28 20:01:31+00:00,14,1,28,J1772,Non-Networked,Free,INN,200-9,7/14/2021,7,5,4,unknown,TRUE,Brisas Del Mar Inn at the Beach,223 Castillo St,2021,2013,2022,93101,0,91,34.409885,0,1,-119.69729,16
public,Palm Springs,Fresno,3/7/2013,2021-11-12 18:20:11+00:00,9,7,12,J1772,Non-Networked,Free,PARK,200-9,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Accelerator Park,2901 E Alejo,2020,2013,2021,92264,0,92,33.829433,0,1,-116.512914,5
public,Palm Springs,San Bernardino,3/7/2013,2021-11-12 18:20:11+00:00,9,7,12,J1772,Non-Networked,Free,PARK,200-9,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Accelerator Park,2901 E Alejo,2020,2013,2021,92264,0,93,33.829433,0,1,-116.512914,4
public,Palm Springs,San Francisco,3/7/2013,2021-11-12 18:20:11+00:00,9,7,12,J1772,Non-Networked,Free,PARK,200-9,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Accelerator Park,2901 E Alejo,2020,2013,2021,92264,0,94,33.829433,0,1,-116.512914,39
public,Palm Springs,Santa Cruz,8/7/2013,2021-11-12 18:27:36+00:00,9,7,12,J1772,Non-Networked,Free,OTHER_ENTERTAINMENT,200-9,10/9/2020,10,8,11,unknown,FALSE,City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,2020,2013,2021,92262,0,95,33.819685,0,2,-116.521241,23
public,Palm Springs,Sacramento,8/7/2013,2021-11-12 18:27:36+00:00,9,7,12,J1772,Non-Networked,Free,OTHER_ENTERTAINMENT,200-9,10/9/2020,10,8,11,unknown,FALSE,City of Palm Springs - Camelot Theatre,2300 E Baristo Rd,2020,2013,2021,92262,0,96,33.819685,0,2,-116.521241,3
public,Palm Springs,Fresno,3/11/2013,2021-11-12 18:28:55+00:00,6,11,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - City Hall,3200 E Tahquitz Canyon Way,2020,2013,2021,92264,0,97,33.824715,0,2,-116.511192,5
public,Palm Springs,San Bernardino,3/11/2013,2021-11-12 18:28:55+00:00,6,11,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - City Hall,3200 E Tahquitz Canyon Way,2020,2013,2021,92264,0,98,33.824715,0,2,-116.511192,4
public,Palm Springs,San Francisco,3/11/2013,2021-11-12 18:28:55+00:00,6,11,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - City Hall,3200 E Tahquitz Canyon Way,2020,2013,2021,92264,0,99,33.824715,0,2,-116.511192,39
public,Palm Springs,Fresno,3/7/2013,2021-11-12 18:28:22+00:00,6,7,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Coachella Valley Economic Partnership,3111 E Tahquitz Canyon Way,2020,2013,2021,92264,0,100,33.822673,0,2,-116.51192,5
public,Palm Springs,San Bernardino,3/7/2013,2021-11-12 18:28:22+00:00,6,7,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Coachella Valley Economic Partnership,3111 E Tahquitz Canyon Way,2020,2013,2021,92264,0,101,33.822673,0,2,-116.51192,4
public,Palm Springs,San Francisco,3/7/2013,2021-11-12 18:28:22+00:00,6,7,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Coachella Valley Economic Partnership,3111 E Tahquitz Canyon Way,2020,2013,2021,92264,0,102,33.822673,0,2,-116.51192,39
public,Palm Springs,Santa Cruz,8/5/2013,2021-11-12 18:28:05+00:00,6,5,12,J1772,Non-Networked,Free,PARKING_GARAGE,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Convention Center,277 N Avenida Caballeros,2020,2013,2021,92262,0,103,33.825249,0,4,-116.536722,23
public,Palm Springs,Sacramento,8/5/2013,2021-11-12 18:28:05+00:00,6,5,12,J1772,Non-Networked,Free,PARKING_GARAGE,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Convention Center,277 N Avenida Caballeros,2020,2013,2021,92262,0,104,33.825249,0,4,-116.536722,3
public,Palm Springs,Santa Cruz,8/7/2013,2021-11-12 18:27:20+00:00,6,7,12,J1772,Non-Networked,Free,PARKING_LOT,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Desert AIDS Project,1695 N Sunrise Way,2020,2013,2021,92262,0,105,33.843822,0,2,-116.529304,23
public,Palm Springs,Sacramento,8/7/2013,2021-11-12 18:27:20+00:00,6,7,12,J1772,Non-Networked,Free,PARKING_LOT,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Desert AIDS Project,1695 N Sunrise Way,2020,2013,2021,92262,0,106,33.843822,0,2,-116.529304,3
public,Palm Springs,Fresno,3/11/2013,2021-11-12 18:25:55+00:00,9,11,12,J1772,Non-Networked,Free,PARKING_GARAGE,GPS,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Downtown Parking Structure,Indian Canyon Dr & Baristo Rd,2020,2013,2021,92264,0,107,33.819689,0,2,-116.545883,5
public,Palm Springs,San Bernardino,3/11/2013,2021-11-12 18:25:55+00:00,9,11,12,J1772,Non-Networked,Free,PARKING_GARAGE,GPS,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Downtown Parking Structure,Indian Canyon Dr & Baristo Rd,2020,2013,2021,92264,0,108,33.819689,0,2,-116.545883,4
public,Palm Springs,San Francisco,3/11/2013,2021-11-12 18:25:55+00:00,9,11,12,J1772,Non-Networked,Free,PARKING_GARAGE,GPS,10/9/2020,10,3,11,unknown,FALSE,City of Palm Springs - Downtown Parking Structure,Indian Canyon Dr & Baristo Rd,2020,2013,2021,92264,0,109,33.819689,0,2,-116.545883,39
public,Palm Springs,Santa Cruz,3/11/2013,2021-11-12 18:25:17+00:00,6,11,12,J1772,Non-Networked,Free,FLEET_GARAGE,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Fleet Maintenance Yard,425 N Civic Dr,2020,2013,2021,92262,0,110,33.828745,0,1,-116.515654,23
public,Palm Springs,Sacramento,3/11/2013,2021-11-12 18:25:17+00:00,6,11,12,J1772,Non-Networked,Free,FLEET_GARAGE,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Fleet Maintenance Yard,425 N Civic Dr,2020,2013,2021,92262,0,111,33.828745,0,1,-116.515654,3
public,Palm Springs,Santa Cruz,3/11/2013,2021-11-12 18:27:05+00:00,6,11,12,J1772,Non-Networked,Free,AIRPORT,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - International Airport,3400 E Tahquitz Canyon Way,2020,2013,2021,92262,0,112,33.821773,0,4,-116.51006,23
public,Palm Springs,Sacramento,3/11/2013,2021-11-12 18:27:05+00:00,6,11,12,J1772,Non-Networked,Free,AIRPORT,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - International Airport,3400 E Tahquitz Canyon Way,2020,2013,2021,92262,0,113,33.821773,0,4,-116.51006,3
public,Palm Springs,Santa Cruz,9/1/2013,2021-11-12 18:27:50+00:00,9,1,12,J1772,Non-Networked,Free,MUNI_GOV,200-9,10/9/2020,10,9,11,unknown,FALSE,City of Palm Springs - James O Jessie Desert Highland Unity Center,480 Tramview Rd,2020,2013,2021,92262,0,114,33.867738,0,2,-116.552297,23
public,Palm Springs,Sacramento,9/1/2013,2021-11-12 18:27:50+00:00,9,1,12,J1772,Non-Networked,Free,MUNI_GOV,200-9,10/9/2020,10,9,11,unknown,FALSE,City of Palm Springs - James O Jessie Desert Highland Unity Center,480 Tramview Rd,2020,2013,2021,92262,0,115,33.867738,0,2,-116.552297,3
public,Palm Springs,Santa Cruz,3/11/2013,2021-11-12 18:25:35+00:00,6,11,12,J1772,Non-Networked,Free,LIBRARY,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Library,300 S Sunrise Way,2020,2013,2021,92262,0,116,33.818721,0,1,-116.526678,23
public,Palm Springs,Sacramento,3/11/2013,2021-11-12 18:25:35+00:00,6,11,12,J1772,Non-Networked,Free,LIBRARY,GPS,5/6/2020,5,3,11,unknown,FALSE,City of Palm Springs - Library,300 S Sunrise Way,2020,2013,2021,92262,0,117,33.818721,0,1,-116.526678,3
public,Palm Springs,Santa Cruz,8/6/2013,2021-11-12 18:26:47+00:00,6,6,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Village Green,233 S Palm Canyon Dr,2020,2013,2021,92262,0,118,33.820689,0,2,-116.547468,23
public,Palm Springs,Sacramento,8/6/2013,2021-11-12 18:26:47+00:00,6,6,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,5/6/2020,5,8,11,unknown,FALSE,City of Palm Springs - Village Green,233 S Palm Canyon Dr,2020,2013,2021,92262,0,119,33.820689,0,2,-116.547468,3
public,Palm Springs,Santa Cruz,8/14/2013,2021-11-12 18:28:37+00:00,9,14,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,10/9/2020,10,8,11,unknown,FALSE,City of Palm Springs - Visitors Center,Indian Canyon Dr & Tram Rd,2020,2013,2021,92262,0,120,33.858372,0,2,-116.558122,23
public,Palm Springs,Sacramento,8/14/2013,2021-11-12 18:28:37+00:00,9,14,12,J1772,Non-Networked,Free,MUNI_GOV,GPS,10/9/2020,10,8,11,unknown,FALSE,City of Palm Springs - Visitors Center,Indian Canyon Dr & Tram Rd,2020,2013,2021,92262,0,121,33.858372,0,2,-116.558122,3
public,Palm Springs,Santa Cruz,9/1/2013,2021-11-12 18:26:33+00:00,9,1,12,J1772,Non-Networked,Free,PARK,GPS,10/9/2020,10,9,11,unknown,FALSE,City of Palm Springs - Wellness Park,Tachevah & Via Miraleste,2020,2013,2021,92262,0,122,33.837311,0,1,-116.540856,23
public,Palm Springs,Sacramento,9/1/2013,2021-11-12 18:26:33+00:00,9,1,12,J1772,Non-Networked,Free,PARK,GPS,10/9/2020,10,9,11,unknown,FALSE,City of Palm Springs - Wellness Park,Tachevah & Via Miraleste,2020,2013,2021,92262,0,123,33.837311,0,1,-116.540856,3
public,Calabasas,Orange,7/16/2013,2022-02-10 19:42:29+00:00,4,16,10,J1772,Non-Networked,Free,PARK,200-8,11/4/2021,11,7,2,unknown,FALSE,Malibu Creek State Park,1925 Las Virgenes,2021,2013,2022,91302,0,124,34.104235,0,2,-118.711535,11
public,Fairfield,Los Angeles,7/23/2013,2022-02-10 19:42:29+00:00,4,23,10,J1772,Non-Networked,Free,MUNI_GOV,200-8,11/4/2021,11,7,2,unknown,FALSE,Solano County - County Administration Center Parking Structure,675 Texas St,2021,2013,2022,94533,0,125,38.24922,0,8,-122.041825,25
public,San Francisco,Solano,7/16/2013,2022-04-28 20:01:31+00:00,5,16,28,J1772,Non-Networked,Free,COLLEGE_CAMPUS,200-8,8/5/2020,8,7,4,unknown,TRUE,San Francisco State University,1600 Holloway Ave,2020,2013,2022,94132,0,126,37.720848,0,9,-122.477023,5
public,Sacramento,Los Angeles,9/15/2013,2022-10-21 01:07:12+00:00,21,15,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,9,10,unknown,unknown,SACRAMENTO 300R-3,300 Richards Blvd,2022,2013,2022,95811,0,127,38.596397,0,2,-121.49862,10
public,Sacramento,Sacramento,9/15/2013,2022-10-21 01:07:12+00:00,21,15,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,9,10,unknown,unknown,SACRAMENTO 300R-3,300 Richards Blvd,2022,2013,2022,95811,0,128,38.596397,0,2,-121.49862,3
public,Davis,San Bernardino,3/6/2013,2022-07-18 12:12:20+00:00,15,6,18,J1772,Non-Networked,$9 parking fee,COLLEGE_CAMPUS,GPS,2/15/2021,2,3,7,unknown,FALSE,University of California - Davis - Lot 49,La Rue Rd and Garrod Dr,2021,2013,2022,95616,0,129,38.533624,0,9,-121.759346,9
public,Davis,Sacramento,3/6/2013,2022-07-18 12:12:20+00:00,15,6,18,J1772,Non-Networked,$9 parking fee,COLLEGE_CAMPUS,GPS,2/15/2021,2,3,7,unknown,FALSE,University of California - Davis - Lot 49,La Rue Rd and Garrod Dr,2021,2013,2022,95616,0,130,38.533624,0,9,-121.759346,14
public,Davis,Los Angeles,3/6/2013,2022-07-18 12:12:20+00:00,15,6,18,J1772,Non-Networked,$9 parking fee,COLLEGE_CAMPUS,GPS,2/15/2021,2,3,7,unknown,FALSE,University of California - Davis - Lot 49,La Rue Rd and Garrod Dr,2021,2013,2022,95616,0,131,38.533624,0,9,-121.759346,7
public,Sacramento,Santa Clara,3/20/2013,2022-07-18 15:41:08+00:00,14,20,18,J1772 NEMA1450,Non-Networked,Free,PAY_GARAGE,200-9,1/14/2021,1,3,7,unknown,FALSE,Evergreen,300 Capitol Mall,2021,2013,2022,95814,0,132,38.57894,4,4,-121.503857,101
public,Sacramento,Contra Costa,3/20/2013,2022-07-18 15:41:08+00:00,14,20,18,J1772 NEMA1450,Non-Networked,Free,PAY_GARAGE,200-9,1/14/2021,1,3,7,unknown,FALSE,Evergreen,300 Capitol Mall,2021,2013,2022,95814,0,133,38.57894,4,4,-121.503857,38
public,Sacramento,Marin,3/20/2013,2022-07-18 15:41:08+00:00,14,20,18,J1772 NEMA1450,Non-Networked,Free,PAY_GARAGE,200-9,1/14/2021,1,3,7,unknown,FALSE,Evergreen,300 Capitol Mall,2021,2013,2022,95814,0,134,38.57894,4,4,-121.503857,2
public,Escondido,San Bernardino,9/1/2012,2022-02-10 19:42:29+00:00,9,1,10,J1772,Non-Networked,Free,CAR_DEALER,200-9,12/9/2021,12,9,2,unknown,TRUE,Honda of Escondido,1700 Auto Park Way,2021,2012,2022,92029,0,135,33.116897,0,1,-117.10593,1
public,Pomona,Riverside,8/26/2013,2022-04-28 20:01:31+00:00,14,26,28,J1772,Non-Networked,Free,COLLEGE_CAMPUS,GPS,7/14/2021,7,8,4,unknown,TRUE,California State Polytechnic University - Parking Structure 2,3801 W Temple Ave,2021,2013,2022,91768,0,136,34.051634,0,24,-117.820001,17
public,Vacaville,San Bernardino,8/30/2013,2022-02-10 19:42:29+00:00,4,30,10,J1772,Non-Networked,Free,MUNI_GOV,200-9,11/4/2021,11,8,2,unknown,FALSE,Solano County - Public Health,1119 E Monte Vista,2021,2013,2022,95688,0,137,38.361235,0,2,-121.975962,14
public,Pleasanton,Marin,3/11/2014,2022-10-21 01:05:58+00:00,21,11,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,3,10,unknown,unknown,ORACLE PLS 5805OWENS-04,5805 Owens Dr,2022,2014,2022,94588,0,138,37.700176,0,2,-121.892147,71
public,Pleasanton,Riverside,3/11/2014,2022-10-21 01:05:58+00:00,21,11,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,3,10,unknown,unknown,ORACLE PLS 5805OWENS-04,5805 Owens Dr,2022,2014,2022,94588,0,139,37.700176,0,2,-121.892147,1
public,Sacramento,Riverside,3/24/2014,2022-02-10 21:00:18+00:00,12,24,10,J1772,Non-Networked,Free,UTILITY,GPS,10/12/2021,10,3,2,SOLAR,FALSE,Sacramento Municipal Utility District,6151 S St,2021,2014,2022,95817,0,140,38.553131,0,19,-121.434296,38
public,Sacramento,Los Angeles,3/24/2014,2022-02-10 21:00:18+00:00,12,24,10,J1772,Non-Networked,Free,UTILITY,GPS,10/12/2021,10,3,2,SOLAR,FALSE,Sacramento Municipal Utility District,6151 S St,2021,2014,2022,95817,0,141,38.553131,0,19,-121.434296,20
public,Westlake Village,Fresno,4/30/2018,2022-08-10 13:32:10+00:00,10,30,10,J1772,Non-Networked,Free,HOTEL,200-8,8/10/2022,8,4,8,unknown,TRUE,Stonehaus at Westlake Village Inn,32039 Agoura Rd,2022,2018,2022,91361,0,142,34.148044,0,1,-118.818336,248
public,Fresno,Monterey,5/1/2015,2022-02-10 19:42:29+00:00,10,1,10,CHADEMO J1772,Non-Networked,$1 per hour,COLLEGE_CAMPUS,GPS,1/10/2022,1,5,2,unknown,FALSE,California State University - Fresno,5010 N Woodrow Ave,2022,2015,2022,93710,2,143,36.810694,0,4,-119.741239,13
public,Ontario,Riverside,5/1/2014,2022-10-21 02:15:34+00:00,21,1,21,J1772,OpConnect,unknown,unknown,GPS,10/21/2022,10,5,10,unknown,unknown,Enterprise Rent-A-Car Ontario,2131 Convention Center Way,2022,2014,2022,91764,0,144,34.06729,2,2,-117.60417,71
public,Mill Valley,Los Angeles,5/15/2013,2021-08-04 00:01:52+00:00,22,15,4,J1772,Non-Networked,Free,NATL_PARK,GPS,2/22/2021,2,5,8,unknown,FALSE,Muir Woods,1 Muir Woods Rd,2021,2013,2021,94941,0,145,37.892576,0,2,-122.571976,4
public,Mill Valley,San Francisco,5/15/2013,2021-08-04 00:01:52+00:00,22,15,4,J1772,Non-Networked,Free,NATL_PARK,GPS,2/22/2021,2,5,8,unknown,FALSE,Muir Woods,1 Muir Woods Rd,2021,2013,2021,94941,0,146,37.892576,0,2,-122.571976,12
public,Paso Robles,Riverside,7/1/2014,2022-04-28 20:01:31+00:00,13,1,28,J1772,Non-Networked,Free,HOTEL,200-9,7/13/2020,7,7,4,unknown,TRUE,Best Western Plus - Black Oak,1135 24th St,2020,2014,2022,93446,0,147,35.641205,0,1,-120.687141,11
public,Paso Robles,Riverside,7/1/2014,2022-04-28 20:01:31+00:00,13,1,28,J1772,Non-Networked,Free,HOTEL,200-9,7/13/2020,7,7,4,unknown,TRUE,Best Western Plus - Black Oak,1135 24th St,2020,2014,2022,93446,0,148,35.641205,0,1,-120.687141,50
public,Paso Robles,San Francisco,7/1/2014,2022-04-28 20:01:31+00:00,13,1,28,J1772,Non-Networked,Free,HOTEL,200-9,7/13/2020,7,7,4,unknown,TRUE,Best Western Plus - Black Oak,1135 24th St,2020,2014,2022,93446,0,149,35.641205,0,1,-120.687141,60
public,Paso Robles,Santa Clara,7/1/2014,2022-04-28 20:01:31+00:00,13,1,28,J1772,Non-Networked,Free,HOTEL,200-9,7/13/2020,7,7,4,unknown,TRUE,Best Western Plus - Black Oak,1135 24th St,2020,2014,2022,93446,0,150,35.641205,0,1,-120.687141,50
public,Paso Robles,San Bernardino,7/1/2014,2022-04-28 20:01:31+00:00,13,1,28,J1772,Non-Networked,Free,HOTEL,200-9,7/13/2020,7,7,4,unknown,TRUE,Best Western Plus - Black Oak,1135 24th St,2020,2014,2022,93446,0,151,35.641205,0,1,-120.687141,10
public,Downey,Orange,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,POWERFLEX,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,HOSPITAL,GPS,8/10/2022,8,8,8,unknown,FALSE,Rancho Los Amigos Hospital,7601 E Imperial Hwy,2022,2014,2022,90242,0,152,33.93015942,0,25,-118.1594074,12
public,Los Angeles,Contra Costa,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,200-8,8/10/2022,8,8,8,unknown,FALSE,Walt Disney Concert Hall,111 S Grand Ave,2022,2014,2022,90012,0,153,34.055505,0,3,-118.248852,11
public,Los Angeles,Marin,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,200-8,8/10/2022,8,8,8,unknown,FALSE,Walt Disney Concert Hall,111 S Grand Ave,2022,2014,2022,90012,0,154,34.055505,0,3,-118.248852,4
public,Los Angeles,Contra Costa,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Los Angeles County - Hall of Records Lot 10,227 N Broadway,2022,2014,2022,90012,0,155,34.055641,0,4,-118.244271,11
public,Los Angeles,Marin,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Los Angeles County - Hall of Records Lot 10,227 N Broadway,2022,2014,2022,90012,0,156,34.055641,0,4,-118.244271,4
public,Los Angeles,Contra Costa,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Music Center Parking - Level 3,135 N Grand Ave,2022,2014,2022,90012,0,157,34.057657,0,3,-118.24789,11
public,Los Angeles,Marin,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,J1772,Non-Networked,Free,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Music Center Parking - Level 3,135 N Grand Ave,2022,2014,2022,90012,0,158,34.057657,0,3,-118.24789,4
public,Los Angeles,Contra Costa,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,CHADEMO J1772,POWERFLEX,$0.30 per kWh; $0.45 per kWh from 4pm-9pm,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Department of Health Services Administration,313 N Figueroa,2022,2014,2022,90012,3,159,34.060148,0,40,-118.250747,11
public,Los Angeles,Marin,8/1/2014,2022-08-10 13:32:10+00:00,10,1,10,CHADEMO J1772,POWERFLEX,$0.30 per kWh; $0.45 per kWh from 4pm-9pm,PAY_GARAGE,GPS,8/10/2022,8,8,8,unknown,FALSE,Department of Health Services Administration,313 N Figueroa,2022,2014,2022,90012,3,160,34.060148,0,40,-118.250747,4
public,Walnut,Los Angeles,5/21/2021,2022-08-10 13:32:10+00:00,10,21,10,J1772,POWERFLEX,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,MUNI_GOV,GPS,8/10/2022,8,5,8,unknown,FALSE,Los Angeles County Sheriff - Walnut Station,21695 Valley Blvd,2022,2021,2022,91789,0,161,34.028667,0,2,-117.833689,522
public,Davis,Mendocino,8/1/2014,2021-03-11 23:22:17+00:00,14,1,11,J1772,Non-Networked,unknown,COLLEGE_CAMPUS,GPS,1/14/2021,1,8,3,unknown,FALSE,University of California Davis - Institute of Transportation Studies,1715 Tilia St,2021,2014,2021,95616,0,162,38.542219,0,1,-121.771883,3
public,Palo Alto,San Diego,9/24/2014,2022-10-21 01:07:21+00:00,21,24,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,9,10,unknown,unknown,PALO ALTO CA MPL #4,3700 Middlefield Rd,2022,2014,2022,94303,0,163,37.422105,0,1,-122.113507,5
public,San Francisco,San Luis Obispo,8/15/2018,2022-10-17 15:38:16+00:00,8,15,17,J1772,Volta,Free,PAY_GARAGE,GPS,4/8/2021,4,8,10,unknown,FALSE,Pacific Place Garage,22 4th St,2021,2018,2022,94103,0,164,37.785064,0,1,-122.405175,88
public,San Francisco,Riverside,8/15/2018,2022-10-17 15:38:16+00:00,8,15,17,J1772,Volta,Free,PAY_GARAGE,GPS,4/8/2021,4,8,10,unknown,FALSE,Pacific Place Garage,22 4th St,2021,2018,2022,94103,0,165,37.785064,0,1,-122.405175,2
public,San Francisco,San Diego,8/1/2014,2022-02-10 19:42:29+00:00,10,1,10,J1772,Non-Networked,$5 per 4 hour session,PARKING_GARAGE,200-9,1/10/2022,1,8,2,unknown,FALSE,JPMorgan Parking Garage,560 Mission St,2022,2014,2022,94105,0,166,37.788865,0,2,-122.399359,2
public,San Francisco,Solano,8/1/2014,2022-05-05 20:22:04+00:00,5,1,5,CHADEMO J1772 J1772COMBO,Volta,Free,SHOPPING_MALL,GPS,5/5/2022,5,8,5,unknown,FALSE,Stonestown Galleria,3251 20th Ave,2022,2014,2022,94132,1,167,37.727859,0,2,-122.476309,12
public,San Francisco,San Luis Obispo,8/1/2014,2022-05-05 20:22:04+00:00,5,1,5,CHADEMO J1772 J1772COMBO,Volta,Free,SHOPPING_MALL,GPS,5/5/2022,5,8,5,unknown,FALSE,Stonestown Galleria,3251 20th Ave,2022,2014,2022,94132,1,168,37.727859,0,2,-122.476309,1
public,San Francisco,Solano,8/1/2014,2022-10-17 15:38:16+00:00,8,1,17,J1772,Volta,Free,SHOPPING_CENTER,GPS,4/8/2021,4,8,10,unknown,FALSE,Trader Joe's,265 Winston Dr,2021,2014,2022,94132,0,169,37.726656,0,2,-122.475999,12
public,San Francisco,San Luis Obispo,8/1/2014,2022-10-17 15:38:16+00:00,8,1,17,J1772,Volta,Free,SHOPPING_CENTER,GPS,4/8/2021,4,8,10,unknown,FALSE,Trader Joe's,265 Winston Dr,2021,2014,2022,94132,0,170,37.726656,0,2,-122.475999,1
public,Chico,Riverside,9/11/2014,2022-02-10 21:00:18+00:00,10,11,10,J1772 NEMA520,eVgo Network,Free,COLLEGE_CAMPUS,GPS,1/10/2022,1,9,2,SOLAR,FALSE,Butte College - Chico,2320 Forest Ave,2022,2014,2022,95928,0,171,39.717216,6,1,-121.801107,29
public,Chico,Alameda,9/11/2014,2022-02-10 21:00:18+00:00,10,11,10,J1772 NEMA520,eVgo Network,Free,COLLEGE_CAMPUS,GPS,1/10/2022,1,9,2,SOLAR,FALSE,Butte College - Chico,2320 Forest Ave,2022,2014,2022,95928,0,172,39.717216,6,1,-121.801107,60
public,Chico,Tuolumne,9/11/2014,2022-02-10 21:00:18+00:00,10,11,10,J1772 NEMA520,eVgo Network,Free,COLLEGE_CAMPUS,GPS,1/10/2022,1,9,2,SOLAR,FALSE,Butte College - Chico,2320 Forest Ave,2022,2014,2022,95928,0,173,39.717216,6,1,-121.801107,1
public,Los Angeles,Los Angeles,9/1/2014,2022-02-10 19:42:29+00:00,12,1,10,J1772,Non-Networked,Free,STORAGE,GPS,10/12/2021,10,9,2,unknown,FALSE,Extra Space Storage,1860 Vine St,2021,2014,2022,90028,0,174,34.1049,0,1,-118.326458,3
